loss,accuracy,val_loss,val_accuracy
2.784492015838623,0.2677481174468994,2.8773648738861084,0.2520189881324768
1.2329156398773193,0.6048281788825989,0.7084892392158508,0.7528107762336731
0.7070825099945068,0.7714139819145203,0.5593228340148926,0.8266825079917908
0.4422362446784973,0.8638395667076111,0.2526191771030426,0.9182897806167603
0.3060064911842346,0.9066547155380249,0.24343077838420868,0.9284243583679199
0.22865542769432068,0.9321752190589905,0.16105473041534424,0.9548693299293518
0.19036032259464264,0.9437220692634583,0.3163730502128601,0.9102137684822083
0.14650674164295197,0.9579256772994995,0.22176779806613922,0.9341251254081726
0.12694218754768372,0.9645165205001831,2.675764322280884,0.48115599155426025
0.11348342150449753,0.9675565361976624,0.2389950305223465,0.9410926103591919
