loss,accuracy,val_loss,val_accuracy
2.743910312652588,0.27635714411735535,3.3173770904541016,0.3082343637943268
1.143409252166748,0.6305530667304993,0.9833254218101501,0.7064924836158752
0.5919867753982544,0.8115723729133606,0.38761770725250244,0.8806809186935425
0.38773590326309204,0.8772256970405579,0.34071484208106995,0.9041963815689087
0.26566505432128906,0.920577347278595,0.3103242814540863,0.9156769514083862
0.204119011759758,0.9399157166481018,0.2070138156414032,0.943230390548706
0.16752111911773682,0.9525610208511353,0.20231321454048157,0.9384797811508179
0.13400302827358246,0.9635457992553711,0.1836158186197281,0.9513064026832581
0.12722381949424744,0.9654106497764587,0.16055673360824585,0.9565320611000061
0.11253175884485245,0.9696512818336487,0.12236900627613068,0.967695951461792
0.0975496917963028,0.973278820514679,0.1702711135149002,0.9569279551506042
0.09080295264720917,0.9759867191314697,0.15316978096961975,0.9615201950073242
0.07703559100627899,0.9793077111244202,0.1676350086927414,0.9580364227294922
0.07740122079849243,0.9789500832557678,0.2041604071855545,0.9535233378410339
0.06640277057886124,0.9818623065948486,0.14139388501644135,0.9660332798957825
0.062403857707977295,0.9823476672172546,0.19190609455108643,0.9569279551506042
0.059952132403850555,0.9837016463279724,0.12727493047714233,0.9679334759712219
0.05617662891745567,0.9849278330802917,0.15714922547340393,0.962232768535614
0.05032484978437424,0.9867671728134155,0.22057971358299255,0.951543927192688
0.04975348711013794,0.9865117073059082,0.152258038520813,0.9662708044052124
0.04515860602259636,0.9879677891731262,0.1259382963180542,0.9682502150535583
0.04522176831960678,0.9876612424850464,0.15179136395454407,0.9655581712722778
0.038144610822200775,0.990292489528656,0.14600147306919098,0.9672209024429321
0.044019248336553574,0.9885298013687134,0.17667295038700104,0.9570863246917725
0.039988718926906586,0.9892961978912354,0.5476358532905579,0.8637371063232422
0.03104371763765812,0.9917742013931274,0.14034885168075562,0.9696753621101379
0.03267471119761467,0.9913910031318665,0.2289246916770935,0.9520981907844543
0.03448709845542908,0.9914165139198303,0.21430498361587524,0.957007110118866
0.027579735964536667,0.9934090971946716,0.22763915359973907,0.9466350078582764
0.02630879171192646,0.9934602379798889,0.14330527186393738,0.9675375819206238
