loss,accuracy,val_loss,val_accuracy
2.5483312606811523,0.3126579225063324,1.435328483581543,0.5834521055221558
1.002347469329834,0.6772341132164001,0.4921262264251709,0.8319081664085388
0.5563905835151672,0.8237230777740479,0.3678319752216339,0.8912113904953003
0.3623753786087036,0.8909308910369873,0.34330251812934875,0.8999999761581421
0.2623146176338196,0.9219184517860413,0.26186835765838623,0.9283452033996582
0.20529648661613464,0.9398626685142517,0.20028917491436005,0.9444972276687622
0.16914084553718567,0.9528039693832397,0.18336018919944763,0.9535233378410339
0.1453479677438736,0.9587513208389282,0.15003129839897156,0.961361825466156
0.12231792509555817,0.9655410051345825,0.14046482741832733,0.9646080732345581
0.11700349301099777,0.9680935144424438,0.11935292184352875,0.9708630442619324
0.0959189236164093,0.9738877415657043,0.14506731927394867,0.9626286625862122
0.08313809335231781,0.9766189455986023,0.2112177163362503,0.9493269920349121
0.0803169384598732,0.9785333275794983,0.20356552302837372,0.9553444385528564
0.07364511489868164,0.9793501496315002,0.13915051519870758,0.9681710004806519
0.07013645023107529,0.9805243015289307,0.10957662016153336,0.9742676019668579
0.06346213072538376,0.9826173782348633,0.21244357526302338,0.9517022967338562
0.060639165341854095,0.9840978384017944,2.0154693126678467,0.554790198802948
0.054661016911268234,0.9853230118751526,0.1572825163602829,0.9670625329017639
0.05244392156600952,0.9864461421966553,0.23825529217720032,0.9455265402793884
0.04700961709022522,0.9878244996070862,0.29434868693351746,0.9384006261825562
0.049554694443941116,0.9867779612541199,0.16991160809993744,0.9653206467628479
0.04422594606876373,0.9887178540229797,0.14435017108917236,0.9696753621101379
0.03952351585030556,0.9893049597740173,0.2610602378845215,0.9448139071464539
0.04121357202529907,0.989075243473053,5.712684154510498,0.15843230485916138
0.04238855838775635,0.9891262650489807,1.125919222831726,0.747585117816925
0.040925465524196625,0.9896622896194458,0.21820324659347534,0.9531275033950806
0.03946693241596222,0.9900707006454468,0.7749413251876831,0.8721298575401306
0.03254299983382225,0.9912448525428772,0.37537989020347595,0.9231195449829102
0.0352594293653965,0.9910151362419128,1.7565367221832275,0.6735550165176392
0.033547692000865936,0.9909385442733765,0.34398332238197327,0.9251781702041626
