loss,accuracy,val_loss,val_accuracy
2.5891895294189453,0.3037751615047455,1.5215901136398315,0.5383214354515076
1.042682409286499,0.6679173707962036,0.44861480593681335,0.8621535897254944
0.5735419988632202,0.8209153413772583,0.2884383499622345,0.9136183857917786
0.3700350522994995,0.8881741762161255,0.2818244695663452,0.9220110774040222
0.2615336775779724,0.9227352738380432,0.2612834572792053,0.9313539266586304
0.20177239179611206,0.9422620534896851,0.16404634714126587,0.9558194875717163
0.15892758965492249,0.9545141458511353,0.1737821251153946,0.9533650279045105
0.13515529036521912,0.9621461629867554,0.24922381341457367,0.9282660484313965
0.11347169429063797,0.9690379500389099,0.3695589303970337,0.9203484058380127
0.09689950197935104,0.9729688167572021,0.14802701771259308,0.9637371301651001
